Plot,Site,Reef,TL_id,Taxa,Area,Bleaching,Bleaching_res,Bleaching_minor,Bleaching_major,Bleaching_fully,lat,long,Zone,ubedmean,Date_2022,Date_bleaching,DHW,rugosity_plane,fd_rugosity_plane,slope,Cross_shelf,log_area
OCCH_BA1S_P1,OCCH_BA1S,OCCH,108,Adgt,0.015678204,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.80470369
OCCH_BA1S_P1,OCCH_BA1S,OCCH,107,Adgt,0.007917218,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.101427395
OCCH_BA1S_P1,OCCH_BA1S,OCCH,105,Adgt,0.014620782,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.835029387
OCCH_BA1S_P1,OCCH_BA1S,OCCH,4,Pmas,0.002903638,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.537057573
OCCH_BA1S_P1,OCCH_BA1S,OCCH,40,Pmas,0.006614204,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.179522408
OCCH_BA1S_P1,OCCH_BA1S,OCCH,41,Pmas,0.003689731,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.433005304
OCCH_BA1S_P1,OCCH_BA1S,OCCH,42,Pver,0.00589518,6,1,NA,NA,1,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.229502951
OCCH_BA1S_P1,OCCH_BA1S,OCCH,53,Pmas,0.003532348,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.451936551
OCCH_BA1S_P1,OCCH_BA1S,OCCH,109,Acor,0.003695177,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.432364783
OCCH_BA1S_P1,OCCH_BA1S,OCCH,59,Acor,0.018231104,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.739187027
OCCH_BA1S_P1,OCCH_BA1S,OCCH,52,Pmas,0.003590625,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.444829979
OCCH_BA1S_P1,OCCH_BA1S,OCCH,0,Pmas,0.01300492,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.885892327
OCCH_BA1S_P1,OCCH_BA1S,OCCH,1,Pmas,0.008624867,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.064247597
OCCH_BA1S_P1,OCCH_BA1S,OCCH,2,Pmas,0.007923432,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.101086644
OCCH_BA1S_P1,OCCH_BA1S,OCCH,14,Pmas,0.000489936,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-3.309860418
OCCH_BA1S_P1,OCCH_BA1S,OCCH,67,Lobo_sp,0.005878704,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.230718398
OCCH_BA1S_P1,OCCH_BA1S,OCCH,69,Menc,0.004324376,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.364076586
OCCH_BA1S_P1,OCCH_BA1S,OCCH,50,Pver,0.016844821,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.77353361
OCCH_BA1S_P1,OCCH_BA1S,OCCH,62,Acor,0.003765376,4,1,NA,NA,1,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.42419162
OCCH_BA1S_P1,OCCH_BA1S,OCCH,112,Adgt,0.033593451,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.473745385
OCCH_BA1S_P1,OCCH_BA1S,OCCH,111,Adgt,0.004442535,4,1,NA,NA,1,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.352369159
OCCH_BA1S_P1,OCCH_BA1S,OCCH,35,Pmas,0.012577628,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.900401242
OCCH_BA1S_P1,OCCH_BA1S,OCCH,33,Pmas,0.003815847,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.418409005
OCCH_BA1S_P1,OCCH_BA1S,OCCH,91,Menc,0.003346792,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.475371264
OCCH_BA1S_P1,OCCH_BA1S,OCCH,92,Menc,0.006233484,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.205269179
OCCH_BA1S_P1,OCCH_BA1S,OCCH,94,Menc,0.006054021,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.217956073
OCCH_BA1S_P1,OCCH_BA1S,OCCH,96,Menc,0.004062825,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.391171868
OCCH_BA1S_P1,OCCH_BA1S,OCCH,45,Spis,0.007136772,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.14649818
OCCH_BA1S_P1,OCCH_BA1S,OCCH,51,Pmas,0.004337135,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.362797081
OCCH_BA1S_P1,OCCH_BA1S,OCCH,100,Abra,0.014207674,5,1,NA,NA,1,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.847477031
OCCH_BA1S_P1,OCCH_BA1S,OCCH,101,Menc,0.004794934,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.319217407
OCCH_BA1S_P1,OCCH_BA1S,OCCH,54,Acor,0.010112723,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.995131872
OCCH_BA1S_P1,OCCH_BA1S,OCCH,55,Acor,0.032356369,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.490040216
OCCH_BA1S_P1,OCCH_BA1S,OCCH,57,Acor,0.008834914,4,1,NA,NA,1,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.053797661
OCCH_BA1S_P1,OCCH_BA1S,OCCH,58,Acor,0.022888556,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.640381613
OCCH_BA1S_P1,OCCH_BA1S,OCCH,118,Gspp,0.004590127,2,1,1,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.338175259
OCCH_BA1S_P1,OCCH_BA1S,OCCH,117,Gspp,0.002854581,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.544457586
OCCH_BA1S_P1,OCCH_BA1S,OCCH,115,Gspp,0.004488474,2,1,1,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.347901297
OCCH_BA1S_P1,OCCH_BA1S,OCCH,114,Adgt,0.009987233,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.000554812
OCCH_BA1S_P1,OCCH_BA1S,OCCH,60,Acor,0.007622961,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.117876318
OCCH_BA1S_P1,OCCH_BA1S,OCCH,10,Pver,0.012089313,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.917598368
OCCH_BA1S_P1,OCCH_BA1S,OCCH,19,Pmas,0.014332594,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.8436752
OCCH_BA1S_P1,OCCH_BA1S,OCCH,20,Pmas,0.004839749,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.31517712
OCCH_BA1S_P1,OCCH_BA1S,OCCH,21,Pmas,0.007791827,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.108360678
OCCH_BA1S_P1,OCCH_BA1S,OCCH,116,Gspp,0.002354478,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.628105426
OCCH_BA1S_P1,OCCH_BA1S,OCCH,110,Gspp,0.001723574,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.763570031
OCCH_BA1S_P1,OCCH_BA1S,OCCH,104,Gspp,0.006821542,2,1,1,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.166117467
OCCH_BA1S_P1,OCCH_BA1S,OCCH,103,Gspp,0.006751117,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.170624351
OCCH_BA1S_P1,OCCH_BA1S,OCCH,12,Pver,0.015205749,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.817992184
OCCH_BA1S_P1,OCCH_BA1S,OCCH,13,Pmas,0.002037013,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.691006287
OCCH_BA1S_P1,OCCH_BA1S,OCCH,15,Pmas,0.002590055,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.586691019
OCCH_BA1S_P1,OCCH_BA1S,OCCH,16,Pmas,0.007697755,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.113635911
OCCH_BA1S_P1,OCCH_BA1S,OCCH,18,Pmas,0.001145709,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.940925629
OCCH_BA1S_P1,OCCH_BA1S,OCCH,17,Pmas,0.002680252,2,1,1,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.571824387
OCCH_BA1S_P1,OCCH_BA1S,OCCH,97,Menc,0.003418453,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.466170368
OCCH_BA1S_P1,OCCH_BA1S,OCCH,99,Menc,0.008504031,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.07037519
OCCH_BA1S_P1,OCCH_BA1S,OCCH,82,Menc,0.001413252,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.849780536
OCCH_BA1S_P1,OCCH_BA1S,OCCH,5,Pver,0.015870493,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.799409575
OCCH_BA1S_P1,OCCH_BA1S,OCCH,7,Spis,0.01139823,4,1,NA,NA,1,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.943162584
OCCH_BA1S_P1,OCCH_BA1S,OCCH,9,Pver,0.00946265,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.023987222
OCCH_BA1S_P1,OCCH_BA1S,OCCH,11,Pver,0.010146403,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.993687902
OCCH_BA1S_P1,OCCH_BA1S,OCCH,32,Pmas,0.00813497,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.089644067
OCCH_BA1S_P1,OCCH_BA1S,OCCH,31,Pmas,0.003038888,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.517285287
OCCH_BA1S_P1,OCCH_BA1S,OCCH,76,Menc,0.005274906,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.277785299
OCCH_BA1S_P1,OCCH_BA1S,OCCH,77,Menc,0.012330027,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.909035981
OCCH_BA1S_P1,OCCH_BA1S,OCCH,78,Menc,0.003886155,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.4104799
OCCH_BA1S_P1,OCCH_BA1S,OCCH,79,Menc,0.005895642,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.229468874
OCCH_BA1S_P1,OCCH_BA1S,OCCH,80,Menc,0.000880934,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-3.055056413
OCCH_BA1S_P1,OCCH_BA1S,OCCH,81,Menc,0.000315803,3,1,NA,1,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-3.500583089
OCCH_BA1S_P1,OCCH_BA1S,OCCH,72,Menc,0.035470187,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.450136524
OCCH_BA1S_P1,OCCH_BA1S,OCCH,83,Menc,0.002167842,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.663972308
OCCH_BA1S_P1,OCCH_BA1S,OCCH,70,Menc,0.001466318,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.833771935
OCCH_BA1S_P1,OCCH_BA1S,OCCH,71,Menc,0.008067587,4,1,NA,NA,1,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.093256346
OCCH_BA1S_P1,OCCH_BA1S,OCCH,89,Abra,0.005270723,4,1,NA,NA,1,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.278129805
OCCH_BA1S_P1,OCCH_BA1S,OCCH,73,Menc,0.005910319,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.228389057
OCCH_BA1S_P1,OCCH_BA1S,OCCH,75,Menc,0.016578256,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.780461162
OCCH_BA1S_P1,OCCH_BA1S,OCCH,90,Menc,0.007273142,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.138277929
OCCH_BA1S_P1,OCCH_BA1S,OCCH,23,Pmas,0.002278826,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.642288785
OCCH_BA1S_P1,OCCH_BA1S,OCCH,24,Pmas,0.006016421,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.220661816
OCCH_BA1S_P1,OCCH_BA1S,OCCH,25,Pmas,0.002584846,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.587565258
OCCH_BA1S_P1,OCCH_BA1S,OCCH,22,Pver,0.006415535,2,1,1,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.192767151
OCCH_BA1S_P1,OCCH_BA1S,OCCH,88,Menc,0.037332225,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.427916129
OCCH_BA1S_P1,OCCH_BA1S,OCCH,84,Menc,0.000882955,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-3.054061414
OCCH_BA1S_P1,OCCH_BA1S,OCCH,30,Pmas,0.006020783,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.22034701
OCCH_BA1S_P1,OCCH_BA1S,OCCH,87,Menc,0.045828951,5,1,NA,NA,1,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-1.338860088
OCCH_BA1S_P1,OCCH_BA1S,OCCH,85,Menc,0.006733567,6,1,NA,NA,1,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,2.186,2.145735,18.6,offshore,-2.171754807
OCCH_BA1S_P2,OCCH_BA1S,OCCH,10,Pmas,0.030788792,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-1.511607348
OCCH_BA1S_P2,OCCH_BA1S,OCCH,24,Pmas,0.00557261,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.253941336
OCCH_BA1S_P2,OCCH_BA1S,OCCH,17,Pmas,0.008730484,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.058961701
OCCH_BA1S_P2,OCCH_BA1S,OCCH,11,Pmas,0.008731105,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.058930799
OCCH_BA1S_P2,OCCH_BA1S,OCCH,5,Pmas,0.003925508,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.406104157
OCCH_BA1S_P2,OCCH_BA1S,OCCH,23,Pmas,0.005478992,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.261299334
OCCH_BA1S_P2,OCCH_BA1S,OCCH,30,Spis,0.002523166,4,1,NA,NA,1,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.598054233
OCCH_BA1S_P2,OCCH_BA1S,OCCH,0,Pmas,0.006489053,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.187818661
OCCH_BA1S_P2,OCCH_BA1S,OCCH,57,Menc,0.012200979,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-1.913605303
OCCH_BA1S_P2,OCCH_BA1S,OCCH,52,Menc,0.004835581,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.315551313
OCCH_BA1S_P2,OCCH_BA1S,OCCH,54,Menc,0.004455446,4,1,NA,NA,1,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.35110883
OCCH_BA1S_P2,OCCH_BA1S,OCCH,55,Menc,0.047038216,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-1.327549155
OCCH_BA1S_P2,OCCH_BA1S,OCCH,15,Pmas,0.005382872,2,1,1,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.268985957
OCCH_BA1S_P2,OCCH_BA1S,OCCH,58,Lobo_sp,0.001292971,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.888411095
OCCH_BA1S_P2,OCCH_BA1S,OCCH,59,Lobo_sp,0.007921626,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.101185682
OCCH_BA1S_P2,OCCH_BA1S,OCCH,25,Pmas,0.003225432,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.49141206
OCCH_BA1S_P2,OCCH_BA1S,OCCH,81,Menc,0.059410924,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-1.226133693
OCCH_BA1S_P2,OCCH_BA1S,OCCH,50,Atab,0.032479511,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-1.488390519
OCCH_BA1S_P2,OCCH_BA1S,OCCH,28,Spis,0.011481324,3,1,NA,1,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-1.940008037
OCCH_BA1S_P2,OCCH_BA1S,OCCH,38,Pmas,0.028199545,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-1.5497579
OCCH_BA1S_P2,OCCH_BA1S,OCCH,35,Pmas,0.007987887,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.097568112
OCCH_BA1S_P2,OCCH_BA1S,OCCH,32,Pver,0.017022177,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-1.768984906
OCCH_BA1S_P2,OCCH_BA1S,OCCH,33,Pmas,0.004814589,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.31744077
OCCH_BA1S_P2,OCCH_BA1S,OCCH,18,Pmas,0.006611897,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.179673891
OCCH_BA1S_P2,OCCH_BA1S,OCCH,22,Pmas,0.007726836,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.111998315
OCCH_BA1S_P2,OCCH_BA1S,OCCH,60,Menc,0.026327802,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-1.579585394
OCCH_BA1S_P2,OCCH_BA1S,OCCH,16,Pver,0.022527802,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-1.647281172
OCCH_BA1S_P2,OCCH_BA1S,OCCH,9,Acor,0.049771531,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-1.303019002
OCCH_BA1S_P2,OCCH_BA1S,OCCH,40,Pdam,0.021943103,2,1,1,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-1.658701953
OCCH_BA1S_P2,OCCH_BA1S,OCCH,26,Acor,0.009031309,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.044249275
OCCH_BA1S_P2,OCCH_BA1S,OCCH,4,Pmas,0.005387243,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.268633457
OCCH_BA1S_P2,OCCH_BA1S,OCCH,66,Menc,0.017751184,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-1.750772667
OCCH_BA1S_P2,OCCH_BA1S,OCCH,67,Menc,0.018243496,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-1.738891934
OCCH_BA1S_P2,OCCH_BA1S,OCCH,68,Menc,0.055991018,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-1.251881634
OCCH_BA1S_P2,OCCH_BA1S,OCCH,37,Pmas,0.019292398,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-1.714613794
OCCH_BA1S_P2,OCCH_BA1S,OCCH,27,Pmas,0.004629652,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.334451644
OCCH_BA1S_P2,OCCH_BA1S,OCCH,76,Gspp,0.005511637,1,0,0,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.258719386
OCCH_BA1S_P2,OCCH_BA1S,OCCH,73,Gspp,0.008292421,2,1,1,0,0,-18.6532,147.70859,S,0.178304179,18/01/2022,1/04/2022,4.12,3.253,2.251643,35.6,offshore,-2.081318662
